Tweets,DateTime,sentiment,country
 nope we just get to point and laugh when they have longcovid for being idiots,2021-05-13 20:02:44+00:00,negative,
Emily like many other children are suffering from longcovid UK has the highest LongCovid rates in Europe and the most vulnerable group to LC are childrenYet youre all excited for the 17th May but those decisions are causing children to become ill Look into her eyes please ,2021-05-13 21:50:59+00:00,negative,
  Would you qualify for monoclonal antibody treatment The hospital I work at just started offering it for those wlong Covid,2021-05-13 23:18:22+00:00,neutral,
 Only 35 of the country is fully vaccinated The CDC decision today will kill more people and result in thousands more getting LongCovid What are you all thinking,2021-05-13 23:52:11+00:00,negative,
"  Its not just LongCovid per se Its that with Long Covid those with the condition had the chance to name their own illness or set of illnesses We have been contributing to define the disease and caee

Why other patient communities shouldnt do that on a global scale 
",2021-05-14 01:45:15+00:00,neutral,
A poignant and moving account that also highlights as yet unquantified problems ahead I went from regular TV commentator on COVID to long COVID sufferer in just a few months  via ,2021-05-14 06:58:57+00:00,neutral,
"yogapractice Increase immunity reduce fatigue Improve flexibility of muscles with Sarvangasana
LongCovid COVID19 yogalife Good information  ",2021-05-14 07:55:00+00:00,positive,
                                                 Yes it was good not so now Hattie ,2021-05-14 09:04:08+00:00,positive,
Today I bought 16 shiny new tea towels Why is this exciting I hear you say Well because it means my mind and body are well enough to even consider starting up my kids cooking classes Come on Anna we can do this LongCovid,2021-05-14 13:01:01+00:00,positive,
" Those kids whose very very small risk led to Long Covid read their heartbreaking stories take no comfort  in the message kids are pretty much immune from COVID  Because they are not And they can spread it around Kids always do

Its not worth the risk  Its Just Not",2021-05-14 13:44:22+00:00,negative,
THANK YOU to all the men on the planet who have advocated for amp given toward funding underresearched Neglected Womens Illnesses like postinfectious MEcfs Especially now with LongCovid  may you fight for your moms wives sisters and daughters MillionsMissing from Life ,2021-05-14 16:24:00+00:00,positive,
"   Initial infection risk is low but the UK ONS found a concerning number may be getting Long Covid We could be dealing with a new postviral disease that is chronic for some this far

",2021-05-14 17:28:07+00:00,negative,
  Long covid is the new mantra per terrorizzare e indurre a vaccinare,2021-05-14 18:45:50+00:00,negative,
 Ill have to double check later but IIRC long covid is at least just as likely to develop from non hospitalized cases Im also not optimistic about the vax helping LC because some ppl w ME have had the same thing happen only temporarily  but i do hope it gets studied,2021-05-14 19:15:33+00:00,negative,
  Contact Paul Glynne at UCLH He knows the stats amp is doing tremendous research into Long Covid  This number is in the public domain too  ,2021-05-14 19:37:41+00:00,neutral,
   Im not concerned vaccines wont work but about millions of young people in their 20s and 30s who arent vaccinated and risk getting long covid along with million estimated cases so far We oldies may be protected but our adult kids arent And that scares the shit out of me,2021-05-14 19:55:20+00:00,negative,
 I think some people who havent been personally impacted by deaths or long COVID have given the Gov a free pass amp maybe having their own holiday cancelled might change their opinion Might be wrong,2021-05-14 20:12:56+00:00,neutral,
"  We need to appropriately assess the long term process from infection onwards
LongCovid",2021-05-14 21:21:44+00:00,neutral,
"  I am very angry with the politicians here in Germany there is no reason to vaccinate children 
There is a risk of dying is about 11000000 so almost zero and LongCovid is not as severe and frequent as LongFlu",2021-05-14 21:32:53+00:00,negative,Germany
"  not likely If you didnt have to fight the infection and have lowered immunity then you arent likely to get long covid 
But people who have had some vaccines are more likely to spread coronavirus than others People who have had Pfizer are not likely to spread covid",2021-05-15 06:52:48+00:00,neutral,
Long Covid and parallels with rare diseases  ,2021-05-15 07:54:02+00:00,neutral,
  Not always My thinking is the same as Adams I had Covid a week before the first lockdown and suffered with Long Covid for 9 months I know 11 people who died withof it Doesnt mean I dont want the old normal back or dont want them to stop all the fear mongering,2021-05-15 07:54:44+00:00,negative,
  I suspect there will be a lot more folk in the industry with chronic illness post covid long covid has loads in common with MS ME lupus  all the stuff with fatigue it would be good to do some work on how to accommodate that Ive got thoughts but I wont be the only one,2021-05-15 10:40:55+00:00,neutral,
" would you kindly support us long covid victims Thank you We are looking for high profile people to help us deliver this campaign If you would be interested would you kindly contact me on louisecom 
",2021-05-15 12:38:10+00:00,positive,
"The Common Denominator is
Lost Lives Long Covid an Economic CatastrofuckA Public Fund Smash and Grab and an Almost War Footing with our Closest Neighbours Not to mention Scotlands Drive for Independence 
What an Impressive Record
Oh Boris You are Awful
BBC Media FFS ",2021-05-16 09:50:35+00:00,negative,
"The silver lining is that COVID is shining a light on that COVID transplants long COVID etc all show one thing  HUMANS DONT HEAL RIGHT ANYMORE

In 2021 if you go into an ICU and live almost always your life now sucks until you die",2021-05-16 10:53:53+00:00,negative,
" Im more concerned about the 130k that have died of C19 amp the 1m who have long covid
Population is 66m",2021-05-16 13:51:22+00:00,negative,
 My cousin wasnt going to get her 12 yo vaccinated and asked why I would get my son same age done so I used science to explain the vaccine and showed the risks of vaccine vs the risks of long Covid etc to convince herthey got her vaccinated two days ago,2021-05-16 15:50:33+00:00,neutral,
"Thank you so much 
Youre right
Its not a cold
Its LongCovid ",2021-05-16 17:05:08+00:00,positive,
"              first two are already posted in my thread my long covid drugs
third is anecdotal so i cannot include in that thread",2021-05-16 17:38:21+00:00,neutral,
  tried on a friend think I can handle a cpl sessions wk If I can I wont lose FPUC if less than wkly UI right Also would I have to do work search that wk if Ive seen a cpl clients and attempting to open up Cant do more wlong covid baby steps,2021-05-16 20:22:57+00:00,neutral,
    are you trying to kill people or get people sick with long COVID  ,2021-05-17 06:05:35+00:00,negative,
"  You are an amazing person Let nobody tell you otherwise
Long Covid is a thing Especially for people who had it bad ",2021-05-17 09:09:28+00:00,positive,
   Us too our 9yo had long covid once already dont want to send him back for dose 2 was just starting to think the children could return to school after half term hol but the way gov are opening up so fast with JohnsonVariant spreading amp still so few safety measures in schools,2021-05-17 11:45:34+00:00,negative,
Im writing this sitting in a hospital waiting room awaiting my long covid check up because someone went somewhere they really shouldnt have last year so I dont have a lot of time for most of the current discourse,2021-05-17 12:39:21+00:00,negative,
PFEW on Long Covid Any colleague that suffers a period away from work for a long time can feel different and needs gentle support to get them back into the workplace Many officers returning can also have some element of anxiety or mental disorder ,2021-05-17 14:15:09+00:00,neutral,
   For months we were told to stay at homeprotect the NHS 10 min GP appointments dont cut it when people have a constellation of evolving symptoms and many people were told that their symptoms were all in their heads so electronic records give a distorted picture of LongCovid,2021-05-17 15:38:59+00:00,negative,
 I had my 2nd pfizer 11 th May amp dont feel any more confident I have underlyinghealthconditions LTC I cannot risk getting LongCovid on top Ive dabbled with drive thru  amp  3 weeks agothats my limit,2021-05-17 18:17:51+00:00,negative,
"Even if you have a mld case you can have LongCovid

Vaccines work well to prevent serious illness amp death but dont completely prevent infection Breakthrough cases may rise w mask mandates dropping We need widespread regular testing in workplaces amp schools to track this ",2021-05-17 18:20:42+00:00,negative,
"Im doing the same My entire family got Covid back in Dec 2020 Fuck going through that experience again Long Covid and Covid Psychosis are also on the rise in recovered patients IDGAF If you dont pay my bills IDC about your opinion

",2021-05-17 19:48:37+00:00,negative,
  Thank you for this essay  for opening up the story of your life amp your health for all of us to read For demystifying one persons struggle with long COVID I wish you the very best of luck on your road to full recovery,2021-05-17 21:12:39+00:00,positive,
Excited about being able to practice again at Plug Studios but missing our long hauler  longcovid  ,2021-05-17 22:31:38+00:00,positive,
  Explain how you know long covid is bs What was your process for arriving at this conclusion that contradicts the thousands who claim to be suffering from it,2021-05-17 23:13:24+00:00,negative,
How long does immunity last Is the vaccine still working if I didnt get side effects Can the vaccine help people recover from long COVID Weve got answers and explanations of what we still dont know in this FAQ   ,2021-05-17 23:35:01+00:00,neutral,
   I think its an experiment to try to gauge what may happen on 21st June To do that as the IndianVariant is spreading is criminal More kids may die or get LongCovid  how stupid is this to remove masks in secondary schools in the UK ,2021-05-18 00:03:37+00:00,negative,India
Im thinking about giving NAC a try for my LongCovid how many doses should I take per day,2021-05-18 00:53:44+00:00,neutral,
Brutally transparent 1stperson s physical amp psychological recovery from long COVID Bad a past GSW Trumps damnable inaction amp evils of insurancedriven health care Good hes running again Unenviable story everyone should admire ,2021-05-18 01:37:27+00:00,positive,
 Thank you for focusing on outcomes not just recovery or survival As owners of a small business and 2 persons recovered from car crashes who live with long term pain amp decreased ability our hearts went out to those with LongCovid  so easily overlooked ,2021-05-18 01:41:05+00:00,negative,
Long Covid symptoms ease after vaccination survey finds   How could a vaccine make a subset of longterm sufferers feel better  tempting to hypothesise that this was the subset who had symptoms due to a reservoir of virus that was never properly cleared,2021-05-18 07:57:54+00:00,negative,
 Hey everyones response to the vax is so different but I had similar fears after suffering some long covid symptoms particularly fatigue and brain fog I had my first jab 2 weeks ago and other than a dead arm and one day fuzzy head Ive been absolutely fine Good luck to you x,2021-05-18 10:44:04+00:00,positive,
" I lost appetite and didnt eat solid food for 3 days so my sense of taste went I was not covid it was upset stomach

I lost my sport abilities running long distances Its not Long Covid it a Year Long Lockdown symptoms

Covid dont kill people governments decision does",2021-05-18 11:50:43+00:00,negative,
 So important I was completely supported while I had long COVID Thankfully I am much better now,2021-05-18 11:51:34+00:00,positive,
 Your point about potential risks to NHS in long term is very valid even if I dont want to contemplate it having long covid myself haha We still dont know whether it increases risks for disease organ damage over time Very depressing,2021-05-18 13:43:27+00:00,negative,
     Also to learn about long term effects in mild to moderate cases in vaccinated people Long covid on mild cases is a big concern in unvaccinated people it would be nice to either rule that out in vaccinated people or know that its still a possibility,2021-05-18 15:05:12+00:00,neutral,
"Long Covid symptoms ease after vaccination survey finds LongCovid    
 This needs mechanistic investigation of the actual immune responses",2021-05-18 16:19:09+00:00,neutral,
I really hope the fileon4 programme on  tonight 8pm on LongCovid dont ignore the elephant in the room MyalgicEncephalomyelitis Will listen with interest pwme MyalgicE ME,2021-05-18 16:35:13+00:00,positive,
" This is written as if these things are not incentive enough to get vaccinated
 far less dying
 far less getting long COVID
 far less infecting loved ones
 far less causing community spread
 more peace of mind
 ability to have far safer private indoor unmasked gatherings",2021-05-18 17:05:27+00:00,neutral,
   Not at significantly higher risk of death Never said they were Certainly not a low risk occupation though Higher risk of exposure higher risk of contracting just to take their chances with hospitalisation or long covid have they,2021-05-18 17:19:46+00:00,negative,
Son of top Biden science adviser suffers from long COVID  via ,2021-05-18 18:32:14+00:00,negative,
  Amazing damage Cruz Trump etc do I still have ppl in my area asking about long Covid online and neighbors telling them to use Hdroxy BS from Trump previous lies,2021-05-18 23:24:45+00:00,negative,
White Houses Slavitt reveals sons longCOVID battle as he urges young people to get vaccinated ,2021-05-19 01:06:58+00:00,neutral,
 Sending lots of strength your way Thank you for speaking out about LongCovid ,2021-05-19 08:22:14+00:00,positive,
 Yes this is a key issue of concern This and levels of debt could create a long covid economically,2021-05-19 08:48:32+00:00,negative,
"   Because its not fully effective and because the more people become infected the greater the chance that new strains will develop that are partially or fully immune to the vaccines

Also children are as likely to get long Covid as adults Over 1m people and rising",2021-05-19 08:55:05+00:00,negative,
" Exactly As long as we refuse to take steps to stop the virus from circulating everyones going to need to be vaccinated If we were willing to contain the outbreak wed have the luxury of not vaccinating children immediately

Reminder children get Long Covid Its incurable",2021-05-19 11:50:19+00:00,negative,
Claire has some great advice  LongCovid ,2021-05-19 12:29:11+00:00,positive,
"    Stop posting nonsense They completed Phase 3 in November
Um LongCovid HI

  
",2021-05-19 13:16:35+00:00,negative,
This long Covid hair is about to be gone and we gonna welcome the short playa hair to this summer time foolery,2021-05-19 14:29:03+00:00,negative,
  We are not talking about ICUs full which I dont see why that would happen since people at risk are mostly vaccinated We are talking about having more measures to protect kids from long covid Absurd would be having restrictive measures so as to protect some kids from headache,2021-05-19 15:06:59+00:00,neutral,
"How do we learn about COVID19 longhaulers Learn about the new mobile app that Chariot Solutions developed to help them track symptoms healthcare softwaredevelopment LongCovid 
 ",2021-05-19 16:37:03+00:00,neutral,
   It shows that its rare but what about concerns over long Covid that rare childhood serious condition andor contagion within households Are those concerning,2021-05-19 16:52:46+00:00,neutral,
  So just to be clear Youve seen the damage covid can do how often people end up in hospital long covid death and as yet unknown long term health impacts and your more concerned about unknown long term issue from a vaccine Can you understand how that seems a bit biased,2021-05-19 17:39:11+00:00,negative,
" I am embarrassed by our govt and furious at what they have done to our country They ransack the UK fill their bank accounts and care nothing for the millions of people without financial support thousands who died but neednt have thousands left with Long Covid
Shameful",2021-05-19 20:27:28+00:00,negative,
"do people who decide to not get covid vaccination know they will most likely get covid sooner or later bc the virus wont just disappear
and is that really worth it with the risk of a severe disease progression postlong covid  or even death",2021-05-19 21:38:02+00:00,negative,
 I have Long Covid and the AZ vaccine floored me for ten days with similar symptoms plus crushing fatigue Had my second jab a week ago and it wasnt as bad but still ongoing,2021-05-19 21:58:16+00:00,negative,
        Muchas gracias ,2021-05-19 22:58:13+00:00,positive,
 Im fully vaccinated  Im 50 and had AZ I have a lot of risk factors re blood clots but the risk of death or long covid far outweighed any hesitancy,2021-05-20 00:42:37+00:00,neutral,
  You might nlwant to speak to an AampE nurse I know who has worked through the pandemic contracted covid and now suffers from long covid still shows up for shifts regardless of the incredible pain she suffers with her back No excuse IMHO,2021-05-20 06:43:36+00:00,negative,
" and what has happened to this
Promoting healthy eating in hospitals and the impact on health LongCovid

",2021-05-20 07:50:01+00:00,negative,
"LongCovid Here is a study on the frequency and outcomes associated with the presence of various symptoms during the 6 months after discharge for COVID19 

 

 ",2021-05-20 09:19:03+00:00,neutral,
"Long Covid has not only impacted on my life but also that of my family

Read Michalas HumansOfScotland story on living with LongCovid 



 ",2021-05-20 09:33:00+00:00,neutral,
"There are people that think long Covid is a hoax because they want to believe that SarsCoV2 is a hoax
There are people that know SarsCoV2 is real and think the only way to deal with it is by mass prophylactic vaccination 
All of them are mad Clinically delusional",2021-05-20 12:22:14+00:00,negative,
  Youre not accounting for long covid,2021-05-20 12:51:53+00:00,neutral,
           We didnt ask to be infected and suffer both acute COVID19 and then chronic LongCovid and yet we are treated almost as pariahs taking resources away from others so ignored amp denied Questions need asking as to why the NHS in Wales is in a deeper hole than England ,2021-05-20 13:12:11+00:00,negative,
 Thanks for always being such a voice of reason Im so weary of the people who mock those of us who are concerned about long Covid Ive had my 2 doses of AZ vaccine but with a history of post viral fatigue syndromes Im still wearing an FFP3 mask in indoor public spaces,2021-05-20 14:52:31+00:00,neutral,
  I guess youve never heard of long covid,2021-05-20 16:02:15+00:00,neutral,
"                                                  Long Covid in the UK is over 20 1M diagnosed as LC out of 46M cases of C19

Plus around 20 suffering permanent lung heart or brain damage from the clots caused by C19",2021-05-20 16:32:50+00:00,negative,
This is about a month away if we decide to reopen schools What is scary about cases in kids ignoring long covidseverity is that each kid represents a whole family that will get infected with a variant  especially in hot spot areas where most only have 1 dose ,2021-05-20 17:21:55+00:00,negative,
Hi  assuming we do not have a special cohort of longCOVID sufferers in VA what is the explanation for why about 84 of our COVID cases still are listed as active Why are we literally the worst state at reporting people as cured ,2021-05-20 17:23:59+00:00,negative,
 Sujay I think youre being a little too harsh I know some Indian expats here who are desperately trying to get kids vaccine to protect older family members in the same home Parents are also worried about long term effects like Andy Slavitts teen now with Long COVID,2021-05-20 18:27:58+00:00,negative,India
Opinion Long COVID shows pandemics woes far from over ,2021-05-20 18:30:46+00:00,negative,
   Sounds like someone is telling you bull crap Though there is actual evidence it has helped some long covid sufferers shake the lingering effects,2021-05-20 18:59:39+00:00,negative,
" Me too Dealing with a migraine right now because I thought for the entire day if I should do the tweet at all

LongCovid",2021-05-20 19:05:37+00:00,negative,
" Thanks so much for your support  and as  mentioned your own apresJ20 hashtag was already there before It is a truly global grassroots international movement Growing little by little
LongCovid",2021-05-20 19:09:04+00:00,positive,
Physios AHPs and MedTwitter 7 minutes of CPD which explains why exercise is not always the right message to push for people with LongCovid  So great to see our  resources being used to share learning UpdateYourKnowledge ,2021-05-20 19:41:02+00:00,positive,
"RT  RT  Might be of interest to your members

rtw   Longcovid discussion with   and  

Includes
the value of AHP report illness work advocacy work and lived experiences 

 
 ",2021-05-20 20:48:06+00:00,neutral,
"  Risks for kids who get COVID MISC myocarditis blood vessel injury long COVID symptoms etc Wearing a mask in public for a little longer to help keep them safer does not seem like a big ask




",2021-05-20 21:56:20+00:00,neutral,
     You end up in poverty on benefits trying to decide whether to eat or heat,2021-05-20 21:58:26+00:00,negative,
      Im glad your 14yo did great with the shot my 20yo son did ok too Has to have second one soon I have a 27yo with seizure disorder that has to have his soon Im sorry youre having long covid symptoms  My heart was racy after shot but not in the 160s I hope you are better,2021-05-21 02:26:16+00:00,positive,
My sister has suffered with ME for over 20 years and never been offered adequate medication With longCovid now effecting so many lives its time for the government to take postviral conditions seriously PLEASE sign this important petition  ,2021-05-21 07:44:01+00:00,negative,
   But at the same time just thought of that now if I remember it correctly MeToo was initially popularised by an account with a big following although the term already existed LongCovid came from an unknown account with no influence or power It was made by a community,2021-05-21 09:15:17+00:00,neutral,
"being sad                    long covid 

          not being able to sleep ",2021-05-21 09:18:27+00:00,negative,
LongCovid rehab service Surrey amp Sussex COVID19 ,2021-05-21 11:27:29+00:00,neutral,
"        We have made contact numerous times but sadly its not moved forward It would help to balance the discussion    would also be excellent representatives 

justabitfluey longcovid longcovidkids ",2021-05-21 11:36:26+00:00,negative,
"LongCovid exists and if we do not support each other no one will do it I understood it that way because I felt alone

Its like David against Goliath 

Alone against the disease And aside from the disease you have to debate with doctors

TheLongHaul ",2021-05-21 14:33:10+00:00,negative,
  The MMR jab only took 1 year and 2 months Thats the one children have from measles mumps and rubella If you get long covid good luck to you,2021-05-21 17:18:55+00:00,positive,
" 

Got a bunker full of teachers in stock somewhere 
LongCovid 

 ",2021-05-21 20:26:25+00:00,neutral,
Steph has been on her debut shift tonight and have assisted  and  crews at a number of patients including chest pains and long COVID Shes put her training into practice including using oxygen Shes described the shift as eye opening newbie training ,2021-05-21 23:41:48+00:00,positive,
 Toronto Rehab has a COVID recovery clinic More COVID rehab programs needed as rehab journey starts after discharge from hospital rehabilitation LongCovid ,2021-05-22 02:02:55+00:00,neutral,
Fabulous summary of issues with Long Covid ,2021-05-22 05:00:04+00:00,positive,
 Doctors who years ago did not want to hear about chronic fatigue syndrome in neurology settings are now fascinated about LongCovid manifestations Viral retroviral trigger of benign autoimmune involvement of central and peripheral nervous system,2021-05-22 10:34:48+00:00,neutral,
 thats great to hear I am definitely over long covid now obviously the other week I had another bug,2021-05-22 12:42:53+00:00,positive,
 Just healing after a month long COVID battle Ab to ghar hi Mandir wali halat hai,2021-05-22 12:59:23+00:00,neutral,
Covid is not the just flu powerful patient voice being heard Get the jab  longcovid,2021-05-22 13:49:08+00:00,neutral,
       There are over a million people with  LongCovid in this country alone  122000 in your profession April Some but not all are simply not able to work with the same efficiencyagency as before  thats not just a social problem but an economic one Spread in children IMV 12,2021-05-22 21:39:12+00:00,negative,
   Chances of severe disease should still be significantly reduced and with it long Covid Efficacy reductions here are measured against symptomatic disease only,2021-05-22 22:55:22+00:00,neutral,
"  Thats right Immunologists wont let frauds gaslight those with Long Covid 

",2021-05-23 10:01:18+00:00,neutral,
"  Just wait till it turns into long Covid 
Plenty mileage in that lol",2021-05-23 13:14:21+00:00,neutral,
 My child brought covid to our home She was quite ill  and never hospitalized and I have been been very ill with long covid  Children are spreaders Thats an important point,2021-05-23 13:54:12+00:00,neutral,
"  The government said let it spread unchecked Thats how they intended to get herd immunity without vaccines 

What are the odds for being left with lifelong disabilities like lung scarring What are your chances of developing long Covid",2021-05-23 13:58:02+00:00,negative,
  Have you heard of LongCovid,2021-05-23 14:33:40+00:00,neutral,
  TY  for an excellent article The discussion with the LongCovidExpertNurseGroup concurs with this Met again last week  fab expertise One area seems underresearched  the health amp wellbeing of nurses with LongCovid amp supporting their return to the workforce,2021-05-23 16:25:36+00:00,positive,
"Time for a class action suit
against the conservative government in regard to the finachial protection of front line key workers who are long covid sufferers  incompetence gave them it cruelty denies them suppprt  SueJohnson ",2021-05-23 18:04:00+00:00,negative,
  I dont know others reasons but I did choose Pfizer as it was recommended by a physician I have had Covid twice 320 and then in 321 I have longCovid from first time After a year of shitty symptoms I preferred a choice that many with LC report it didnt kick their ass,2021-05-23 18:46:08+00:00,neutral,
 It all relates to mast cells activation From what I understand POTS as well as long COVID is all related to inflammation,2021-05-23 19:27:04+00:00,neutral,
 Two acquaintances were in ICU for 8 weeks each one has long covid still,2021-05-23 22:08:08+00:00,negative,
  Not its not The monitoring for this very rare risk is at its most heightened level far more than with the vast majority of clots and the subsequent treatment in those rare cases is now best practice and successful without ongoing issuesMajor contrast to effects of Long COVID,2021-05-23 22:33:58+00:00,neutral,
"New studies show Long COVID increasing in kids

 said children are the new vulnerable as mask mandates in schools end and mass vaccinations in young kids remain distant

Yep

Now in the US I think associated with  is  Find our data haha ",2021-05-24 02:26:45+00:00,neutral,
Interesting podcast on long covid and some emerging treatments for it Although this is a lifestyle podcast its very clinical Give it a try skip the ads although athletic greens are nice  ,2021-05-24 07:39:52+00:00,positive,
"Long COVID refers to when people continue to experience symptoms of COVID19 and do not fully recover for several weeks or months after the start of their symptoms

Read more 

ADMHNews COVID Infection Healthcare Symptoms Patients Doctors",2021-05-24 09:05:36+00:00,negative,
Concerns raised over long Covid impact on northwest England ,2021-05-24 09:38:50+00:00,neutral,
 I also understand why that was used as main criteria in the West Their populations are generally much older than ours We are also not counting the cost of long Covid which affects younger economically active citizens,2021-05-24 10:12:27+00:00,neutral,
  Thats not very nice considering children can get covid and long covid they have no protection so you are basically saying let them all get a virus that gets into their vascular system amp causes blood clots damaging their organs  The truth is we still have a pandemic,2021-05-24 10:45:44+00:00,negative,
  I agree that it isnt good news Just because the NHS wont be overwhelmed doesnt mean its good news Could still be lots of people quite sick and theres long covid too,2021-05-24 12:18:13+00:00,negative,
 Wow these threads seem to refer to Mexico Too many avoidable deaths hospitalizations and LongCovid are what live in Mexico due to Herd Immunity policy   ,2021-05-24 12:34:45+00:00,negative,Mexico
Also first story after the 3 week long Covid break Beyond happy to be back doing what I love ,2021-05-24 12:51:46+00:00,positive,
My journey of covid is never ending story I am now diagnosed with chronic sinusitis Bring it on COVID19Vaccination LongCovid ,2021-05-24 14:11:22+00:00,negative,
  Oh WOW I am so sorry that you are still experiencing long COVID Its been a long time hasnt it,2021-05-24 16:51:27+00:00,negative,
 re long covid discussion please comment on post sepsis syndrome similarities Cognitive impairment blood pressure amp heart rate issues joint and nerve pain substantial loss of stamina Research data need to inform both syndromes of chronic effects,2021-05-24 17:47:45+00:00,neutral,
5km walk today Beating long Covid slowly,2021-05-24 18:53:07+00:00,neutral,
i wonder how many people are suffering long covid that would hamper their ability to work,2021-05-24 21:10:33+00:00,negative,
              Exactly what Ive said in the past GP for occupational health plus neurologist said I was suffering from depression Ive had depression since teens My persistent symptoms since concussion are not MY depression,2021-05-24 21:48:28+00:00,negative,
   Evening Emma hope youre keeping safe happy and wellamp da long covid is long gone or at least packing its bags  Sent  Mrs Khaled very happy 39th yest shes da best I think your top icon actress amp top kind lady too Samsy Ill  check da author out   happy weekAX,2021-05-24 22:15:20+00:00,positive,
"I have effected from suffocation in room I have to go out from current 
Suggest me if any suitable solution 
AmphotericinB IndiaFightsCOVID19 CentralVista LongCovid Oxygen ClimateEmergency",2021-05-25 05:47:54+00:00,negative,India
My legs amp body dont want to move this morning they feel lifeless amp heavy Just had a cold shower to try and revive myself amp keep me going until my next cold water swim Just when you a feeling confident you are winning LongCovid bloody bites back ,2021-05-25 06:06:11+00:00,negative,
"Nick Ferrari on LBC

Weve had our jabs isolated done what were told but all restrictions might not be lifted on June 21st What was the point

Umm to save lives 

Avoid more lengthy lockdowns

Stop escape variants emerging

Prevent thousands getting long Covid",2021-05-25 08:25:01+00:00,neutral,
In all honesty I dont know if to laugh or cry at every mention in the media of Long Covid because theres never any mention of ME yet for decades people with ME have been mistreated abandoned and left to suffer and die All this must change  MECFS pwME  KidsWithME,2021-05-25 09:01:50+00:00,negative,
"I never in a million years thought that a year later my life would be reduced to what it has been says Tasha Clark Not knowing if I will ever recover is scary What causes LongCovid is still a mystery
 via ",2021-05-25 09:56:07+00:00,negative,
"  LongCovid is horrid 

The initial infection was dreadful but I can honestly say that LongCovid has ruined the last year of my life ill in first wave March 2020

Yes Im slowly getting better but Im still not fully better over 14 months on 

HerdImmunity 
Covid",2021-05-25 11:49:25+00:00,negative,
 Concerning also to see a case of longcovid develop in fully vaccinated previously healthy woman ,2021-05-25 17:22:25+00:00,neutral,
    I will not be trusting them thankyou very much Thousands of people with MECFS they have made WORSE by recommending exercise Its dangerous advice,2021-05-25 17:43:41+00:00,negative,
 In the UK studies have found that 2 vaccs can reverse the effects of long Covid,2021-05-25 19:50:53+00:00,neutral,
 Is it too soon for data on long covid rates should those fully vaccinated have a mild case of disease Ive found it really difficult to find any reference to long Covid and vaccines,2021-05-25 22:07:07+00:00,negative,
 Dr Lee can anything be done to treat the inflammation while longhaulers wait for more research to emerge on the underlying causes of long covid,2021-05-26 00:36:33+00:00,neutral,
Companies are supporting patients repeated OPD expenses for LongCovid and extending leaves in case of long term symptoms Our story on why workplaces need to plan for Long Covid in which recovered patients often have lasting symptoms ,2021-05-26 07:00:11+00:00,neutral,
 I had my first back in December so this is a bit of a late one but I had a chat with an immunologist this morning and booked in with occupational health straight after Ive got suspected long covid now Im terrified of getting it again so taking my chances  good luck Xx,2021-05-26 09:12:03+00:00,neutral,
 This is very true and it actually adds to the suffering  Those that have sadly died amp those that continue to live with the devastating consequences of Long Covid are being used as a tool for more clicks,2021-05-26 09:30:45+00:00,negative,
 My cousins husband died of Covid as did 2 friends Have got friends living with long Covid  in their 40s  previously fit and healthy Im so angry,2021-05-26 11:52:22+00:00,negative,
"  You need personal experience to draw on for stuff to be real
I know folk who still thought Covid was fake right up to when we became ill with it amp subsequent LongCovid They all know its real now amp we clamouring for vaccines when they were available",2021-05-26 13:47:26+00:00,neutral,
   You mean the young and healthy If they were vulnerable they would have had it My friend is vulnerable 37 and got it in February thankfully I know were going to talk about Long Covid now and the very small  of young who got v ill now But Ill pass,2021-05-26 13:59:56+00:00,neutral,
    Case fatality rate is around 2 on average 2 of 70m is 14m in the UK alone That doesnt take into account those that now have chronic underlying health conditions as a result of long covid The longer it spreads the more like a more dangerous mutation is to arise,2021-05-26 15:17:20+00:00,negative,
  Average of under 2 cases per 100k for 65 a day Whats the percentage of agedeaths due to covid So what are you pushing now Long covid Deaths going to be 1000s soon Im confused,2021-05-26 16:45:13+00:00,negative,
"My lab is looking for a project manager If you are interested in a research associate position to oversee biorepository and manage cool longCOVID immune profiling and neuroimmune mouse projects please apply below 

",2021-05-26 21:10:53+00:00,neutral,
After this long COVID year of masks social distancing and visitor restrictions were thrilled to be celebrating a Liberty Dream at PHS In todays blog we share the story of Bobs Liberty Dream made possible by the team at Valley Ridge amp the   ,2021-05-26 21:18:52+00:00,positive,
"Even more analysis of shiny new COVID19 studies

COVID19 SCAN Low testosterone and COVID severity Long COVID effects on survivors family COVID19 health worker impact

",2021-05-26 21:33:22+00:00,neutral,
  Too many of us lost someone in the first wave or know someone with long COVID,2021-05-27 02:46:01+00:00,negative,
   Theyre going to write off all the long term adverse effects from the eua mrna jabs as long covid I put my money on it,2021-05-27 02:57:06+00:00,negative,
" no problem  Im glad Colin was able to reassure you 
My daughter and I will be very relieved when her time comes for the vaccine youngsters can still get rather unwell and long covid She like everyone else has plans she doesnt want disrupted",2021-05-27 06:38:46+00:00,positive,
  I feel sad and angry that people who would be with us died or have long Covid because of the circus at number 10 My question however would be Susanna would Dominic Cummings have revealed all the circumstances if he had not been sacked,2021-05-27 07:27:41+00:00,negative,
  But its STILL happening Cases are on the rise Theres a new variant looking like itll become dominant and the safety measures are being stripped away Theyve learned N O T H I N G and kore people will diesuffer long COVID as a result COVID19 Covid19uk herdimmunity,2021-05-27 08:29:09+00:00,negative,
